Stavebn materily,MANUFACTURING
Strojn a prmyslov inenrstv,MANUFACTURING
Supermarket,DEPARTMENT_STORES
Supermarkets,DEPARTMENT_STORES
Supermrkte,DEPARTMENT_STORES
TV,ENTERTAINMENT_LEISURE
Telecommunications,TELECOMMUNICATIONS
Televizn a rozhlasov mdia,MOTION_PICTURE_VIDEO
Textile,MANUFACTURING
Textiles,MANUFACTURING
Textiln prmysl,MANUFACTURING
Think Tank,ENTREPRENEUR
Think Tanks,ENTREPRENEUR
Tlcommunications,TELECOMMUNICATIONS
Tobacco,FOOD_BEVERAGE_TOBACCO
Civic Social Organization,SERVICE
Consumer Services,SERVICE
TransportasiTrukKereta Api,TRANSPORTATION
TransportationTruckingRailroad,TRANSPORTATION
Events Services,SERVICE
Executive Office,SERVICE
Facilities Services,SERVICE
Filantropibranschen,SERVICE
Government Administration,SERVICE
Umleck emesla,ARTS_CRAFTS
Government Relations,SERVICE
Hospitality,SERVICE
Individual Family Services,SERVICE
Informatieservices,SERVICE
Information Services,SERVICE
Libraries,SERVICE
Market Research,SERVICE
Marketing a reklama,SERVICE
Nonprofit Organization Management,SERVICE
Venture Capital Private Equity,VENTURE_CAPITAL
Venture Capital und Private Equity,VENTURE_CAPITAL
Outsourcing Offshoring,SERVICE
Outsourcing a offshoring,SERVICE
OutsourcingDelokalisatie,SERVICE
Veterinary,HEALTH_CARE
Voln as cestovn a turistika,CONSTRUCTION
Vtrinaire,HEALTH_CARE
OutsourcingOffshoring,SERVICE
Outsourcingutsetting,SERVICE
Warehousing,CARGO_HANDLING
Wholesale,RETAIL_WHOLESALE
Wine and Spirits,FOOD_BEVERAGE_TOBACCO
Wireless,TELECOMMUNICATIONS
Philanthrophie,SERVICE
Philanthropy,SERVICE
Political Organization,SERVICE
Poradenstv pro management,SERVICE
Zabezpeen pota a st,TECHNOLOGY
Professional Training Coaching,SERVICE
Program Development,SERVICE
Zdrav wellness a fitness,HEALTH_CARE
Zkladn a stedn vzdln,CONSTRUCTION
Program Gelitirme,SERVICE
Proteccin civil,SERVICE
Public Policy,SERVICE
Public Relations and Communications,SERVICE
Public Safety,SERVICE
etnictv a daov poradenstv,ELECTRONICS
Recreational Facilities and Services,SERVICE
Religious Institutions,SERVICE
Security and Investigations,SERVICE
Services dinformation,SERVICE
Sntate,SERVICE
Terceirizao e offshoring,SERVICE
Toptanclk,SERVICE
Translation and Localization,SERVICE
Transmissionsmedie,SERVICE
Utilities,ENERGY
Writing and Editing,NEWSPAPER_PUBLISHERS
Zarzdzanie dziaalnoci nonprofit,SERVICE
dition,SERVICE
iftilik,SERVICE
tudes de march,SERVICE
